Engine Size (L),CO2 Emissions (g/km)
2.8727005942368127,132.16200192661893
5.75357153204958,225.53710480638134
4.659969709057025,196.33049365035177
3.993292420985183,163.6641942480793
1.7800932022121825,111.9643347082001
1.7799726016810133,102.75642287850476
1.2904180608409974,83.83743490053735
5.330880728874676,213.7151957672812
4.005575058716044,167.93497937020607
4.540362888980227,185.80220328924935
1.1029224714790122,81.06628292330997
5.8495492608099715,221.40278816497465
5.162213204002109,208.48638128207278
2.061695553391381,110.41935958727049
1.909124836035503,100.09048612016888
1.917022549267169,110.26597709909474
2.5212112147976886,119.60842468881188
3.6237821581611893,152.94716388145937
3.1597250932105787,150.75478382120394
2.4561457009902097,117.70267153365522
4.059264473611897,160.19570992371945
1.6974693032602093,104.03838652261375
2.4607232426760905,122.30238013287706
2.8318092164684585,133.8660008883632
3.28034992108518,146.8379956658044
4.925879806965068,198.9347439040457
1.9983689107917986,106.18747111423862
3.571172192068058,164.51574013487055
3.9620728443102124,161.4810329277594
1.2322520635999887,89.19193649138526
4.037724259507192,174.34233280459864
1.8526206184364575,101.78035974892683
1.3252579649263976,84.63906672140283
5.7444276862666666,227.41870165885078
5.828160165372797,219.89050119110033
5.041986740582305,198.22628251371634
2.5230688458668533,130.12861018830432
1.4883605700319193,94.8245232686527
4.421165132560784,173.649235638678
3.2007624686980067,154.75816978370776
1.6101911742238941,95.65568143281699
3.475884550556351,152.26275006715844
1.171942605576092,86.43719942891458
5.546602010393911,219.52344429683768
2.2938999080000846,128.62251869645988
4.31261142176991,171.0780019060688
2.558555380447055,130.88642245804138
3.600340105889054,161.725251646922
3.7335513967163982,161.32071734712136
1.9242722776276353,111.66453680291016
5.847923138822793,230.10906425286652
4.875664116805573,189.3601095792322
5.697494707820946,229.67367376403251
5.474136752138244,206.43029129845658
3.9894998940554256,164.0084154154689
5.609371175115584,216.97219688534702
1.4424625102595976,102.89857787372321
1.979914312095726,107.85614621410484
1.2261364445526903,86.62442388632665
2.626651653816322,135.95994263401246
2.94338644844741,136.80000274059495
2.3567451588694794,114.810171201431
5.143687545759647,202.22445219659784
2.7837666334679465,140.36695817306727
2.4046725484369036,122.49450143838278
3.7134804157912424,171.05770376901856
1.7046211248738132,104.82830837752518
5.010984903770199,197.10550243113855
1.372753218398854,91.43797807429101
5.9344346830025865,223.76694989936817
4.861223846483287,192.49455024125476
1.993578407670862,132.20277348525465
1.027610585618012,85.92144011870941
5.0773071422741705,206.6247042132585
4.534286719238086,182.91270000060226
4.645035840204937,197.1989955375535
4.856351733429729,201.18763001185653
1.370223258670452,100.5148042069024
2.792328642721363,142.93543002363313
1.5793452976256486,89.98491248828185
5.315517129377968,203.9163164349895
4.11649063413779,168.47577994681552
2.654490124263246,124.91500051123519
1.3177917514301183,91.15101436420551
2.554911608578311,123.81333099687025
2.6259166101337352,139.14049100782464
4.64803089169032,198.96432616111778
4.187787356776066,175.60131273288675
5.436063712881633,222.85854246719794
3.3610746258097466,158.2729119104934
1.5979712296915085,95.68560409485896
4.566223936114975,176.94064136332142
4.803925243084487,193.02791536773097
3.8063859878474813,160.96846898003207
4.854835899772805,196.6776051189133
3.4689779818219537,154.51548088903237
3.6136641469099704,158.72501270179527
3.137705091792748,146.74957646067824
1.1270956337204758,77.75025927619589
1.5394571349665223,98.2405154368442
1.1571459284336711,82.51629708792511
4.182052056318902,176.46147268888552
2.5717799053816335,131.94044638760997
3.542853455823514,150.1636048086003
5.537832369630465,214.7285028255661
2.246461145744375,116.80116320218693
3.0519146151781484,138.98609359749125
4.777755692715243,197.83181826212208
2.1439908274581123,110.71778302974101
1.3848995491439648,88.76998447710724
2.4487572645688402,119.91312227230489
1.806106436270022,109.64347014529467
5.648488261712865,216.99242728932487
5.040601897822085,203.51828388908032
4.167018782552118,184.8890889827139
5.357302950938589,210.34499642640475
5.018360384495573,206.111114935033
1.932850294430179,116.342279253371
5.462794992449889,219.01980757369876
3.6967112095782535,160.8173297074589
5.037200775820312,204.32656206960243
5.480456499617466,207.97680202284727
2.590017374859319,123.80030545502981
1.5502596226383838,93.48441277099192
2.1396758127097084,125.39333498216266
3.1355389431312815,140.00324572266211
5.090073829612465,198.5648311320648
5.303652916281717,203.8899825872066
1.0347606526559536,83.84187838933241
3.553736512887829,157.32520234997926
3.087055015743895,148.04544535744967
2.1105390523536514,116.67246990099632
1.5993268366684141,91.07785586643209
2.6880758570181396,126.60588686049235
5.714548519562596,228.263099328257
2.616014660103776,127.46394858022926
3.5939531087168306,163.756552351595
4.515094794475889,184.7044390947001
2.81814801189647,129.70615821545147
5.858910413604804,224.25100851981057
5.812236474710556,219.5268452635682
2.2589114791268208,114.9395805617925
3.4862425294619275,155.59190441668406
2.504391549083848,127.68977192436054
2.4242024718873383,114.77511754034865
1.184434736772664,85.44620206563444
4.047821669899484,168.50157141918575
3.5133951161443076,152.15977943953516
1.2573937562499466,88.38523578316378
2.3932323211830573,119.04471027204566
5.541329429833269,223.15057286923144
2.197809453334862,121.87459298130116
1.7244743604561155,107.64337228339366
3.447263801387815,150.94336306418293
5.928252270553004,223.0350739419935
2.210276357557502,116.71844037366564
4.360677737029393,180.06859027945046
4.808098076643588,191.19882648719081
2.1881877199619986,109.76695936552514
4.641081743059297,189.02486244543854
2.838915663596266,133.1471226566256
4.161529152967898,178.28760977422704
4.167648553804474,178.35498687174163
3.6788734203737925,165.8702016383274
1.4514488502720415,87.24698774876106
5.17651247794619,207.30066587685386
2.603900324858679,124.47968121459199
1.9325925519992713,101.87570550592271
1.2038757077738196,83.97326004847103
3.954464715941209,173.97746637890938
4.387821809211412,179.77306250848994
1.0829391446392806,90.31544763897398
3.560465291496405,159.55835132249382
2.1324788759896895,112.0039138847878
4.225863952047249,182.57616070594952
1.8718321450249573,108.38194821132014
4.45468869051233,178.9778637731364
2.933676731502687,147.30431512298318
5.6836499436836725,221.80689242594255
1.6876047207299663,100.72212258182645
2.7053317552512928,126.8822893080107
1.5673676062029454,102.91871952412706
5.623468091392814,221.29041987859097
5.386696766904905,214.74709390862336
2.289708138575778,116.1535874396445
4.299920230170895,183.16810976467718
5.0861110010060795,207.14239799803642
3.7760040579973118,159.93623054601375
3.6482528917800323,152.36263605499602
2.2092614545022586,119.18470893176237
1.4655138390294962,86.09868042285618
5.486078789766633,215.34244258218789
5.502090285816652,212.82648305056304
4.16550728636634,181.0585446449348
2.6951489552435035,128.8902492034691
2.7460478730633042,137.91780105191816
4.629778394351197,186.3223046087208
5.485551299762886,219.5664940181846
5.4354321213255865,223.36467135895174
4.899377729288119,191.64109618681238
4.210158230771439,177.7649255317977
1.420699824975244,106.36490682880765
1.8081435704730688,104.57725124870667
5.492770942635397,215.09206963021012
4.03214529829795,174.9068536856936
1.0459852580831481,81.58496206296822
1.5073577143301606,86.68460145705205
4.317508845540279,185.18670224040306
1.0253079192310934,70.74449550760684
1.8040402570874932,102.03724945693308
3.7436689468329307,168.34719715077117
4.459475988463466,182.00156751069005
4.259806297513003,174.32570646306806
2.121346547302799,118.03671594491678
4.56089610673768,182.57130926795844
2.1862454374840006,109.47623452656025
2.6269984907963386,130.18252466135655
4.73245702559012,191.05909427564066
4.2481644952360735,171.22656928613802
5.24611705247089,210.56827427410104
4.288064461501717,180.96437187293768
3.841543016677358,163.4475154172926
1.4683738391404624,92.59455514358913
2.8385790152971677,137.5093341689608
2.3260118384086272,125.73216225101915
2.2199482168954177,115.18448045631591
5.865052773762228,229.22502567790755
2.965488623333802,141.79065978543707
5.460232775885567,218.2035197401119
4.1556931299863145,174.86733989330676
4.974056517708242,194.66006796091546
3.5131854655259604,153.08306819977898
3.8845194231317954,168.24985002286212
3.4625884690943196,162.96997596473756
1.9762149389902226,106.8663500537253
4.612260576307527,192.39175450686278
2.403861812204279,120.47557211274457
1.1215798321572692,84.19973874414875
4.227361479535839,184.39782813239313
1.8855533970352447,110.3880648181595
5.702292921764571,214.86229128923236
5.769642885012937,220.22691143133014
5.574321951102243,223.51076525527407
2.850793501277222,136.23319525145914
1.0772830826443371,76.5742918812508
5.641592812938627,215.1530221632902
3.1409207415865716,147.745089861153
5.833274095218348,229.9702742626386
5.818099885446264,224.6322730707988
5.265047277336801,220.32798732478452
2.4722444603479286,128.28809562771605
2.9254886430096265,136.54725394212429
5.255683357584284,203.5919704870318
2.584610025781388,122.66387925024644
1.8474637334304624,107.10101860531573
3.784006312291751,161.0763041441855
5.680773870803905,228.79193489403428
4.480148983374865,191.73602851583524
3.8503058504468246,168.67450825089085
1.4858824688538426,88.68149320083081
4.075036133495849,168.88998964211342
5.950269250521316,234.786465144345
1.70042007618262,98.1972712865031
3.591648261818684,163.36015652415813
5.386865359639777,213.97898040436712
4.703843088771022,191.3738820871966
4.48507870497634,181.038197084613
4.512420419935546,184.9013933804426
2.797455756098776,134.87191245733777
2.4679592213224666,129.2014711311796
5.046805777392568,196.97549531860827
5.050566973395904,200.20292498924655
5.335361592900519,210.284963446677
5.566202762782357,220.29947467190155
3.556711994304689,152.1590381415268
3.507581473435998,148.64459523864386
4.991475894833876,203.1141026035665
4.249819653888826,169.90484404193126
4.509834386288517,191.71993016246637
4.978963347180505,198.5892699280006
5.450026709087831,205.7631458612627
2.689975784257679,128.29717243071292
2.87791476319972,138.2330610613378
1.469909699204345,91.43378553835547
3.89140070498087,166.84216989354783
